"","State","CMS.Certification.Number..CCN..","Provider.Name","Address","City","Zip","Phone","Type.of.Ownership","Offers.Nursing.Care.Services","Offers.Physical.Therapy.Services","Offers.Occupational.Therapy.Services","Offers.Speech.Pathology.Services","Offers.Medical.Social.Services","Offers.Home.Health.Aide.Services","Date.Certified","Quality.of.Patient.Care.Star.Rating","How.often.the.home.health.team.began.their.patients..care.in.a.timely.manner","How.often.the.home.health.team.taught.patients..or.their.family.caregivers..about.their.drugs","How.often.the.home.health.team.checked.patients..risk.of.falling","How.often.the.home.health.team.checked.patients.for.depression","How.often.the.home.health.team.determined.whether.patients.received.a.flu.shot.for.the.currnet.flu.season","How.often.the.home.health.team.made.sure.that.their.patients.have.received.a.pneumococcal.vaccine..pneumonia.shot..","With.diabetes..how.often.the.home.health.team.got.doctor.s.orders..gave.foot.care..and.taught.patients.about.foot.care","How.often.patients.got.better.at.walking.or.moving.around","How.often.patients.got.better.at.getting.in.and.out.of.bed","How.often.patients.got.better.at.bathing","How.often.patients..breathing.improved","How.often.patients..wounds.improved.or.healed.after.an.operation","How.often.patients.got.better.at.taking.their.drugs.correctly.by.mouth","How.often.home.health.patients.had.to.be.admitted.to.the.hospital","How.often.patients.receiving.home.health.care.needed.urgent..unplanned.care.in.the.ER.without.being.admitted","Changes.in.Skin.Integrity.Post.Acute.Care..Pressure.Ulcer.Injury","How.often.physician.recommended.actions.to.address.medication.issues.were.completely.timely","DTC.Numerator","DTC.Denominator","DTC.Observed.Rate","DTC.Risk.Standardized.Rate","DTC.Risk.Standardized.Rate..Lower.Limit.","DTC.Risk.Standardized.Rate..Upper.Limit.","DTC.Performance.Categorization","PPR.Numerator","PPR.Denominator","PPR.Observed.Rate","PPR.Risk.Standardized.Rate","PPR.Risk.Standardized.Rate..Lower.Limit.","PPR.Risk.Standardized.Rate..Upper.Limit.","PPR.Performance.Categorization","How.much.Medicare.spends.on.an.episode.of.care.at.this.agency..compared.to.Medicare.spending.across.all.agencies.nationally","No..of.episodes.to.calc.how.much.Medicare.spends.per.episode.of.care.at.agency..compared.to.spending.at.all.agencies..national."
"5258","OH","368050","HOME HEALTH CARE BY BLACK STONE","3044 KETTERING BLVD","DAYTON",45439,9374241370,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2004-03-26,"3.5",99.2,98.7,99.7,97.3,86.4,80.4,99.5,83.9,82.3,83.3,78,98,71,17.2,13.2,0,99.3,392,"570.0","68.77","76.48","73.00","80.37","Same As National Rate","10.0","224.0","4.46","3.52","2.53","4.72","Same As National Rate","1.12",1172
"5259","OH","368056","SELECT HOME CARE, LLC","153 WEST MAIN STREET, SUITE 203","NEW ALBANY",43054,6148479400,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",2004-06-17,"2.0",98.8,95.2,100,100,90.1,95.5,99.5,47.4,52.9,45,52.4,NA,50.8,14,9.5,0,96.9,438,"585.0","74.87","77.61","74.20","81.12","Same As National Rate","4.0","147.0","2.72","3.36","2.39","4.58","Same As National Rate","1.06",1036
"5260","OH","368059","ADVANTAGE SKILLED CARE, LLC","1656 COLES BLVD","PORTSMOUTH",45662,7403545671,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2004-07-02,"3.5",98.7,99.5,99.1,97,84.8,98.9,96.8,64.5,99.2,80.4,84.8,100,75.8,11.9,19.7,0.05,98.4,274,"408.0","67.16","72.51","68.12","77.34","Worse Than National Rate","6.0","154.0","3.90","3.49","2.48","4.77","Same As National Rate","1.06",877
"5261","OH","368063","QUALITY OF LIFE HOME CARE LTD","407 SECOND STREET","MARIETTA",45750,7403748005,"Proprietary","Yes","No","No","No","No","Yes",2004-08-03,"1.5",69.8,83,94.2,79.4,40.1,58.1,89.5,49.1,76.4,54.9,72.5,NA,56.1,NA,NA,0.25,79.9,NA,"","Not Available","Not Available","Not Available","Not Available","","","","Not Available","Not Available","Not Available","Not Available","","",0
"5262","OH","368066","INTERIM HEALTHCARE OF MARIETTA","1017 PIKE STREET","MARIETTA",45750,7403733800,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2004-09-02,"3.0",96.1,99.5,98.7,88.9,62.4,60.5,95.4,78.3,73.1,74.4,78.1,88.7,62.9,11.3,24.8,0.18,98.1,185,"231.0","80.09","87.26","81.14","92.84","Better Than National Rate","10.0","170.0","5.88","3.79","2.76","5.16","Same As National Rate","1.03",260
"5263","OH","368067","BUCKEYE HOME CARE","4900 REED ROAD, SUITE 105","COLUMBUS",43220,6147810357,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2004-09-29,"2.5",88.1,89.6,98.4,91,67.9,58.8,97.1,71.3,72.7,56,91.4,NA,48.3,NA,NA,0.27,97,17,"32.0","53.12","60.25","43.38","74.93","Worse Than National Rate","","13.0","Not Available","Not Available","Not Available","Not Available","","1.22",116
"5264","OH","368079","SUPERIOR CARE PLUS, LLC","1080 NIMITZVIEW DRIVE, SUITE 100","CINCINNATI",45230,5132311060,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2004-12-01,"4.5",100,100,100,100,91.5,94.1,100,84.4,84.2,90.8,90.6,86.5,85.4,17.2,14.4,0.07,99.8,480,"594.0","80.81","88.88","85.52","92.09","Better Than National Rate","8.0","228.0","3.51","3.36","2.48","4.57","Same As National Rate","1.17",871
"5265","OH","368083","NATIONAL CHURCH RESIDENCES HOME AND COMMUNITY SERV","681 EAST THIRD STREET","WAVERLY",45690,7409473010,"Non - Profit Other","Yes","Yes","Yes","Yes","Yes","Yes",2005-01-27,"5.0",99.1,100,99.6,97.6,95.1,97.6,98.5,91.1,85,92,93.4,94.7,85.7,12.7,8.4,0,99.6,601,"674.0","89.17","96.26","93.65","99.00","Better Than National Rate","23.0","442.0","5.20","3.78","2.93","4.96","Same As National Rate","1.02",984
"5266","OH","368087","HOME HEALTH CONNECTION, INC","6797 NORTH HIGH STREET, SUITE 113","WORTHINGTON",43085,6148394545,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",2005-02-08,"4.0",96.7,99.2,98.6,82.3,91.3,86.5,75.6,78.8,90.2,92,87.7,91.9,65.5,15.4,10.5,0.16,99.5,366,"417.0","87.77","91.85","87.97","95.08","Better Than National Rate","6.0","137.0","4.38","3.60","2.59","4.98","Same As National Rate","0.95",539
"5267","OH","368093","SIMMS HOMECARE AND BEHAVIORAL HEALTH SERVICES","3887 INDIANOLA AVENUE","COLUMBUS",43214,6142516129,"Proprietary","Yes","Yes","Yes","No","No","Yes",2005-03-04,"2.0",93.3,98.8,97.1,99.7,51.9,66,95.6,70,52.4,82.9,57.1,NA,48.5,NA,NA,0.47,97.5,NA,"11.0","Not Available","Not Available","Not Available","Not Available","","","2.0","Not Available","Not Available","Not Available","Not Available","","1.13",21
"5268","OH","368094","CARDINAL HOME HEALTHCARE SOLUTIONS","2248 LOSANTIVILLE AVENUE","CINCINNATI",45237,5132716700,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-03-31,"2.5",97.7,97.2,99,97.7,57.2,41.7,99.5,67.6,84.1,66.5,58.1,87,65.9,23.7,4.5,0.31,95.2,95,"149.0","63.76","67.69","59.68","75.08","Worse Than National Rate","2.0","70.0","2.86","3.36","2.37","4.64","Same As National Rate","0.91",232
"5269","OH","368095","NATIONWIDE HEALTHCARE, LLC","5700 CHEVROLET BLVD","PARMA",44130,4408888888,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2005-04-07,"1.0",68.9,97.2,99.1,100,10.1,40.6,98.4,51.2,59.3,29.4,26,NA,47.9,NA,NA,0,97.7,NA,"6.0","Not Available","Not Available","Not Available","Not Available","","","8.0","Not Available","Not Available","Not Available","Not Available","","0.96",70
"5270","OH","368104","KINDRED AT HOME II","5386 MAJESTIC PARKWAY, SUITE 1","BEDFORD HEIGHTS",44146,4195895921,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-07-19,"4.0",98.9,99.8,99.9,99.2,85.3,88.3,99.2,81.9,83.9,87.6,83.7,89.9,82.2,15.1,15.4,0.13,94.5,1040,"1360.0","76.47","86.11","83.77","88.81","Better Than National Rate","31.0","715.0","4.34","3.62","2.82","4.48","Same As National Rate","1.00",2133
"5271","OH","368106","VALLEY HOME HEALTH CARE, LLC","755 BOARDMAN CANFIELD ROAD, SUITE N1","BOARDMAN",44512,3307585727,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2005-08-18,"2.5",89.3,98.5,99.5,99.5,57.9,75.4,98.6,74.4,62.4,64.2,73.6,NA,75.6,12.2,11,0.5,84.1,28,"60.0","46.67","49.17","39.48","61.79","Worse Than National Rate","","13.0","Not Available","Not Available","Not Available","Not Available","","0.72",815
"5272","OH","368113","FREEDOM HOME HEALTH","5930 WILCOX PLACE, SUITE D","DUBLIN",43016,6143368870,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2005-10-06,"2.5",98.5,98,100,100,78.2,77.7,100,73.3,83.3,66.5,64.7,NA,50.4,11.8,17.9,0.64,99.5,179,"200.0","89.50","94.98","89.83","98.97","Better Than National Rate","3.0","79.0","3.80","3.46","2.47","4.72","Same As National Rate","1.05",259
"5273","OH","368115","HOLY FAMILY HOME HEALTH CARE","6707 STATE ROAD","PARMA",44134,4408887722,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-10-27,"4.0",96.6,99.4,99.3,98.1,80,91.8,95,86.1,80.1,83.1,80,86.2,92.4,16.2,13.3,0.12,95.4,166,"197.0","84.26","90.15","83.99","95.09","Better Than National Rate","9.0","112.0","8.04","4.05","2.90","5.50","Same As National Rate","0.88",250
"5274","OH","368116","PREMIERFIRST HOME HEALTHCARE, INC","1430 SOUTH HIGH STREET","COLUMBUS",43207,6144433110,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2005-10-27,"1.5",95.9,93.8,97.6,85.4,57.1,33.3,68,54.3,47.6,49.5,40.9,NA,NA,NA,NA,0.47,92.5,NA,"","Not Available","Not Available","Not Available","Not Available","","","","Not Available","Not Available","Not Available","Not Available","","",0
"5275","OH","368118","OTTERBEIN HOME HEALTH, LLC","672 NORTH STATE ROUTE 741","LEBANON",45036,5136968565,"Non - Profit Religious","Yes","Yes","Yes","Yes","Yes","Yes",2005-10-19,"3.5",99.7,99.7,100,99.4,93.8,97.2,94.6,82.2,81.7,82.5,74.8,NA,74.6,15.5,16.6,0,98,369,"416.0","88.70","95.31","91.78","98.40","Better Than National Rate","10.0","288.0","3.47","3.59","2.62","5.00","Same As National Rate","1.16",553
"5276","OH","368121","SIGNATURE CARE, INC","7678 SLATE RIDGE BLVD","REYNOLDSBURG",43068,6147519901,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2005-10-26,"4.0",99.6,99.1,100,100,60.4,96,100,90.4,79.4,79.7,80.2,NA,62,5.9,7,0,96.9,48,"95.0","50.53","53.71","44.00","63.41","Worse Than National Rate","","11.0","Not Available","Not Available","Not Available","Not Available","","0.92",669
"5277","OH","368122","ENHANCED REHABILITATION SERVICES, INC","8437 MAYFIELD ROAD, SUITE 102","CHESTERLAND",44026,4403527533,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-11-14,"3.5",97.3,100,100,100,90.6,95.5,99.4,77.6,86.9,78.2,85.4,87.2,78.6,18.5,11.4,0,99.5,626,"752.0","83.24","87.32","84.80","90.02","Better Than National Rate","20.0","567.0","3.53","3.62","2.75","4.70","Same As National Rate","0.98",932
"5278","OH","368128","RX HOME HEALTHCARE, INC","2020 CARNEGIE AVENUE","CLEVELAND",44115,2162950056,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2005-11-15,"1.0",84.4,96.6,100,100,66.7,56,97.6,46.6,40.6,40.8,46.5,NA,35,NA,NA,0.38,88.9,NA,"15.0","Not Available","Not Available","Not Available","Not Available","","","9.0","Not Available","Not Available","Not Available","Not Available","","0.70",21
"5279","OH","368130","A & L HOME CARE AND TRAINING CENTER, LLC","6129 COUNTY ROAD 107","PROCTORVILLE",45669,7408867623,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2005-12-15,"1.5",94.1,98,99.5,99.6,58.7,76.4,98.5,69.4,52.9,51.8,44.2,NA,45.9,NA,NA,0,96.3,NA,"19.0","Not Available","Not Available","Not Available","Not Available","","","10.0","Not Available","Not Available","Not Available","Not Available","","1.06",35
"5280","OH","368131","ALTERNATE SOLUTIONS HOME CARE OF CINCINNATI, LLC","4340 GLENDALE-MILFORD ROAD, SUITE 100","BLUE ASH",45242,5135634663,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-12-15,"3.5",91.7,95.1,100,99.3,88,89.4,82.7,76.7,77.9,84.9,86.7,80.5,79.6,15.4,15,0.17,78.7,891,"1163.0","76.61","79.98","77.93","82.36","Same As National Rate","18.0","833.0","2.16","3.17","2.44","4.29","Same As National Rate","1.09",1955
"5281","OH","368132","INTERIM HEALTHCARE OF BRIDGEPORT","47455 NATIONAL ROAD WEST, SUITE 100","SAINT CLAIRSVILLE",43950,7406350045,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-01-12,"3.5",99.1,98.8,99,88.2,72.7,75.7,89.3,84.5,74.6,80.7,84.2,96.5,79.4,26.6,14,0.14,94.3,144,"195.0","73.85","80.31","72.93","85.58","Same As National Rate","13.0","160.0","8.12","4.22","3.06","5.53","Same As National Rate","0.89",233
"5282","OH","368135","PLATINUM HOME HEALTH SERVICES","5813 MAYFIELD ROAD, SUITE 201","MAYFIELD HEIGHTS",44124,4409950202,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-03-16,"4.5",99.5,100,100,100,91.8,96.8,100,80.7,100,90.7,100,NA,83.1,15.2,16.6,0.12,97.9,168,"193.0","87.05","92.55","86.71","96.95","Better Than National Rate","1.0","45.0","2.22","3.44","2.37","4.74","Same As National Rate","1.16",315
"5283","OH","368137","WOODLANDS HOME CARE, LLC","4780 KIRK ROAD","AUSTINTOWN",44515,3307927681,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2006-06-21,"2.5",99.2,96.7,100,100,76.3,80.5,100,78.9,63.7,64.3,77.4,NA,55.3,14.3,14.8,0.15,100,158,"178.0","88.76","98.85","93.23","100","Better Than National Rate","8.0","138.0","5.80","3.73","2.67","5.25","Same As National Rate","1.02",181
"5284","OH","368140","PINNACLE SENIOR CARE","7334 INDUSTRIAL PARK BLVD","MENTOR",44060,2167312980,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-08-31,"3.5",97.7,99.8,99.7,99,84.1,88.6,98.4,75.5,73.3,81.7,83.2,NA,73.1,12.9,8.2,0,99.6,175,"351.0","49.86","59.10","53.79","65.20","Worse Than National Rate","3.0","37.0","8.11","3.65","2.65","5.13","Same As National Rate","0.89",1779
"5285","OH","368142","FOUNTAIN PARK HOME CARE, LLC","1140 KNOXVILLE AVENUE, SUITE A","SAINT MARYS",45885,8668262778,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-09-07,"4.0",99.7,100,100,100,78.4,77,99.7,78.5,83.6,86.2,81.4,NA,91.2,13.7,14.4,0,99.7,770,"912.0","84.43","91.33","88.66","93.73","Better Than National Rate","9.0","327.0","2.75","3.19","2.32","4.36","Same As National Rate","0.93",978
"5286","OH","368147","NATIONAL CHURCH RESIDENCES HOME AND COMMUNITY SERV","2245 NORTH BANK DRIVE","COLUMBUS",43220,6144576950,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",2006-09-07,"3.5",84.7,98.7,99.6,96.4,89.3,92.6,94.7,78.8,75.9,82.9,85.9,96,71.3,9.3,10.4,0.07,93,592,"658.0","89.97","95.10","92.40","97.53","Better Than National Rate","10.0","277.0","3.61","3.36","2.50","4.57","Same As National Rate","0.95",864
"5287","OH","368151","HERITAGE HEALTH CARE","209 HARDING WAY WEST","GALION",44833,4197479199,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2006-09-14,"2.0",97.9,99.6,100,99.6,71.4,77.8,100,60.5,67.1,71.5,63.7,NA,52,15,17.3,0,99.6,70,"155.0","45.16","52.23","44.52","60.36","Worse Than National Rate","0.0","45.0","0.00","3.33","2.28","4.70","Same As National Rate","1.11",388
"5288","OH","368154","SUMMIT ORTHOPAEDIC HOME CARE","170 TAYLOR STATION ROAD, SUITE 220","COLUMBUS",43213,6148668158,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-10-10,"3.0",98.6,99.6,98.4,99.5,82.4,87.7,99.4,68,78.5,72.8,72.3,93.4,69.1,14.9,13,0.35,99,3241,"3882.0","83.49","81.13","80.11","82.41","Better Than National Rate","37.0","2555.0","1.45","3.62","2.89","4.52","Same As National Rate","1.12",6778
"5289","OH","368155","CAMBRIDGE HOME HEALTH CARE, INC","2291 WEST 4TH STREET","ONTARIO",44906,5672410464,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-10-13,"4.0",99.4,99.7,100,99.7,82.6,78,99.6,78.2,83.5,86.4,81.6,NA,77.8,15.8,14.7,0.24,96.8,535,"667.0","80.21","85.11","81.77","88.00","Better Than National Rate","5.0","230.0","2.17","3.12","2.29","4.24","Same As National Rate","1.14",1027
"5290","OH","368156","DIVINE HOME CARE OF OHIO, LLC","904 NORTH CABLE ROAD","LIMA",45805,4192229410,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2006-09-28,"2.0",93.5,84.4,84.9,22.4,42.6,50.7,100,55,58,49.7,69.1,NA,54.1,NA,NA,0.2,69.7,NA,"8.0","Not Available","Not Available","Not Available","Not Available","","","5.0","Not Available","Not Available","Not Available","Not Available","","0.87",24
"5291","OH","368162","AMERICARE HOME HEALTH AGENCY","2575 BELVO ROAD, SUITE A","MIAMISBURG",45342,9373538575,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2006-10-06,"2.0",88.6,98.7,99.3,98.7,88.2,93,97.6,64.4,65.4,75.9,66.4,NA,75.2,NA,NA,0.19,97.4,22,"57.0","38.60","45.32","33.60","57.19","Worse Than National Rate","","12.0","Not Available","Not Available","Not Available","Not Available","","0.78",466
"5292","OH","368165","GUARDIAN ANGEL HOME CARE, INC","2641 SOUTH ARLINGTON ROAD","AKRON",44319,3304934707,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-11-17,"3.5",80.5,96.5,98.9,85.8,44.8,49.8,78.6,83.6,79.8,81.6,85,NA,82.9,15.2,13.4,0,96.5,116,"152.0","76.32","81.84","74.55","87.62","Same As National Rate","2.0","91.0","2.20","3.43","2.46","4.71","Same As National Rate","1.20",400
"5293","OH","368166","RICHARD HEALTH SYSTEMS, LLC","5237 RENWYCK DRIVE","TOLEDO",43615,4195342371,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",2007-01-04,"1.5",68.8,94.6,96.2,89.6,26,31.8,94.9,53.1,50,39,68.3,NA,36.4,NA,NA,0.04,91.5,33,"50.0","66.00","66.84","53.11","77.60","Worse Than National Rate","","4.0","Not Available","Not Available","Not Available","Not Available","","0.57",156
"5294","OH","368168","CAMBRIDGE CARETENDERS","4974 HIGBEE AVENUE NW, SUITE 103 AND 104","CANTON",44718,3307541565,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-01-19,"3.5",95.4,97.9,99.1,97.3,74.7,80.2,94.2,79.4,88.6,80.8,84.1,95.6,69,10.2,13,0.21,97.5,174,"250.0","69.60","78.68","72.33","84.91","Same As National Rate","6.0","123.0","4.88","3.65","2.55","5.02","Same As National Rate","1.15",375
"5295","OH","368171","PHC HOMECARE","2345 DETROIT AVENUE","MAUMEE",43537,4193891020,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-12-08,"2.5",95.6,99.5,100,100,86.4,87.9,100,70.9,83.7,77.6,64.8,NA,72.5,24.3,14.6,0.33,87.2,38,"55.0","69.09","70.84","57.74","80.97","Same As National Rate","0.0","20.0","0.00","3.42","2.43","4.91","Same As National Rate","1.00",257
"5296","OH","368175","SPIRIT HOMECARE, INC","8859 BROOKSIDE AVENUE, SUITE 200","WEST CHESTER",45069,5137720575,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-04-17,"2.0",82.3,95.3,99.2,99.2,52.2,48,98,68.1,62.2,71.9,73.3,80.2,67.2,16,15.1,0.18,91.3,179,"230.0","77.83","84.77","79.04","89.58","Better Than National Rate","8.0","159.0","5.03","3.63","2.61","4.93","Same As National Rate","1.06",667
"5297","OH","368181","VNA HEALTHTRENDS","776 OLD STATE ROUTE 74, SUITE 425","CINCINNATI",45245,5135280267,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-04-19,"3.5",94.5,98.4,99,94.5,91.1,100,96.8,74.8,87.1,89.7,75.4,NA,82,17,12.2,0.17,95.3,91,"128.0","71.09","80.47","71.93","87.84","Same As National Rate","2.0","68.0","2.94","3.42","2.39","4.90","Same As National Rate","1.14",204
"5298","OH","368184","GEM CITY HOME CARE","4020 VENTURE COURT","COLUMBUS",43228,6145880228,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-06-25,"2.0",75.5,95.7,99.9,99.6,77.9,73.1,92.4,69.8,71.4,70.1,68.4,87,59.2,16.1,9.4,0.31,96.3,517,"651.0","79.42","86.99","83.81","90.19","Better Than National Rate","11.0","307.0","3.58","3.49","2.53","4.65","Same As National Rate","0.95",1240
"5299","OH","368189","CAMBRIDGE CARETENDERS","1100 BRANDYWINE BLVD, SUITE E, 1ST FLOOR","ZANESVILLE",43701,7404501290,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2007-05-02,"1.5",84.8,95.1,92.2,72.7,64.7,82.8,97.6,63.3,60.8,38.3,66,NA,47.7,NA,NA,0.38,91.9,NA,"17.0","Not Available","Not Available","Not Available","Not Available","","","3.0","Not Available","Not Available","Not Available","Not Available","","0.81",30
"5300","OH","368190","ADVANCED SENIOR SUPPORT HOME HEALTH","855 SOUTH SUNBURY ROAD, SUITE 206","WESTERVILLE",43081,6148917480,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-05-02,"1.5",65.6,86.7,98.8,92.5,70.5,61.8,89.3,50.9,51.8,57.5,54.1,NA,53.5,19.2,8.7,0,82.6,32,"54.0","59.26","62.81","50.23","74.41","Worse Than National Rate","","15.0","Not Available","Not Available","Not Available","Not Available","","1.05",197
"5301","OH","368192","PINNACLE SENIOR CARE","7206 MARKET STREET, SUITE C","BOARDMAN",44512,3307588428,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-04-18,"4.0",98.8,100,100,99.3,93.9,92.2,100,79.5,83.1,85.8,82,NA,79.3,14.6,9.2,0.07,99.5,168,"369.0","45.53","54.01","48.59","59.87","Worse Than National Rate","4.0","44.0","9.09","3.68","2.57","5.07","Same As National Rate","1.00",1326
"5302","OH","368195","ATTENTIVE HOME HEALTH SERVICES, LLC","4491 DARROW ROAD, SUITE 2","STOW",44224,3306869900,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-04-24,"3.0",99.8,96.9,99.3,90.9,83.7,80.6,95.6,66.5,70.4,74.7,75.6,88.8,63.9,16.6,15.9,0.45,99.4,447,"622.0","71.86","77.21","73.45","80.81","Same As National Rate","4.0","297.0","1.35","2.98","2.18","4.03","Same As National Rate","1.07",1081
"5303","OH","368197","BUCKEYE HOME HEALTH CARE, LLC","7700 PARAGON ROAD","DAYTON",45459,9372913780,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-07-23,"4.5",99.2,99.9,99.9,99.9,91,93.3,99.6,81.8,85.1,89.5,85.4,92.7,84.4,14.8,14.4,0.02,99.2,1247,"1633.0","76.36","82.27","80.19","84.62","Better Than National Rate","16.0","602.0","2.66","3.10","2.36","4.11","Same As National Rate","1.05",3067
"5304","OH","368199","AMARA HOME CARE","5285 NORTHFIELD ROAD","BEDFORD HEIGHTS",44146,2164759500,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-08-16,"1.5",63.3,75.3,94.3,95.9,61.4,51.5,85.7,54.5,39.2,53.4,60.8,NA,61,NA,NA,0,76.5,15,"31.0","48.39","56.74","40.93","71.68","Worse Than National Rate","","3.0","Not Available","Not Available","Not Available","Not Available","","1.01",62
"5305","OH","368210","PINNACLE SENIOR CARE","4850 SMITH ROAD, SUITE 100 B","CINCINNATI",45212,5133263007,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-11-08,"5.0",97.3,100,99.8,99.9,97.2,97.4,99.8,92.6,89.7,93.4,87.2,NA,90.1,11.2,9.8,0.06,98.5,300,"657.0","45.66","53.00","48.82","57.52","Worse Than National Rate","3.0","57.0","5.26","3.45","2.39","4.94","Same As National Rate","0.84",3274
"5306","OH","368211","ALTA HOME HEALTH CARE, LLC","2570 OAKSTONE DRIVE","COLUMBUS",43231,6148912582,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2007-11-28,"1.0",77.1,97.2,88.2,90.1,61.8,65.7,98.6,50.7,51.9,41.7,49.6,NA,33.3,NA,NA,0.26,95,NA,"","Not Available","Not Available","Not Available","Not Available","","","","Not Available","Not Available","Not Available","Not Available","","",0
"5307","OH","368216","AMBER HOME CARE, LLC","150 EAST CAMPUS VIEW BLVD, SUITE 160","COLUMBUS",43235,6145230668,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2008-08-14,"3.5",90,99.6,98.7,99.2,93.5,97.7,97.4,69.9,96.1,75.2,92.2,90.9,78.5,7.8,15.2,0.28,89.7,162,"210.0","77.14","83.38","77.15","88.37","Same As National Rate","2.0","124.0","1.61","3.25","2.33","4.57","Same As National Rate","1.18",443
"5308","OH","368219","NEW VISION NURSING AND HOME CARE, LLC","310 PERRY STREET","WAPAKONETA",45895,5673565113,"Proprietary","Yes","Yes","Yes","Yes","No","Yes",2008-08-19,"3.0",93.5,95.8,100,95,68.2,86.9,97.6,71.7,73.6,68.8,73.5,NA,60.8,11.9,19.3,0.38,98.2,75,"116.0","64.66","65.92","57.54","73.52","Worse Than National Rate","0.0","37.0","0.00","3.38","2.38","4.88","Same As National Rate","0.96",473
"5309","OH","368220","HERITAGE HEALTH CARE","1930 NORTH LAKEMAN DRIVE, SUITE 105","BELLBROOK",45305,9372999903,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-08-14,"2.0",96.6,97.6,100,98.9,81.7,83.1,100,56.7,58.5,66.9,58.5,NA,54.3,NA,NA,0,100,27,"38.0","71.05","76.10","60.38","87.46","Same As National Rate","1.0","22.0","4.55","3.54","2.47","5.03","Same As National Rate","1.25",66
"5310","OH","368224","BLESSED AT HOME, LLC","11692 GALLIA PIKE, SUITE C","WHEELERSBURG",45694,7405745667,"Proprietary","Yes","Yes","Yes","No","Yes","Yes",2008-11-03,"4.0",95.5,95.6,98,95.5,84.8,85.7,95.5,89.3,79.7,83.6,81.7,96.8,76.6,7.3,18.9,0,92.5,129,"185.0","69.73","76.52","68.95","82.46","Same As National Rate","4.0","100.0","4.00","3.51","2.51","5.05","Same As National Rate","1.13",431
"5311","OH","368227","ALTERNATE SOLUTIONS HOMECARE OF COLUMBUS, LLC","3535 FISHINGER ROAD, SUITE 180A","HILLIARD",43026,6146523000,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2008-12-06,"4.0",94,95.4,100,99.9,81.3,86.1,90.7,82.2,80.1,89.3,90.7,89.3,77.8,13.8,15.8,0.04,88.3,476,"674.0","70.62","77.92","74.47","81.69","Same As National Rate","9.0","407.0","2.21","3.12","2.30","4.25","Same As National Rate","1.16",1333
